Australia,4.56,0.97
Brazil,10.08,2.04
Britain,2.69,0.65
Canada,5.12,1.02
Chile,2050.0,493.05
Czech Republic,70.33,21.05
Hungary,830.0,238.22
Japan,320.0,78.22
Mexico,37.0,13.69
New Zealand,5.1,1.27
Poland,9.1,3.46
Russia,75.0,32.77
South Korea,3700.0,1151.0
United States,4.33,1.0
