Australia,5.3,1.23
Brazil,13.5,2.59
Britain,2.89,0.66
Canada,5.7,1.23
Chile,2100.0,627.49
Czech Republic,70.45,24.13
Hungary,860.0,271.39
Japan,370.0,117.77
Mexico,49.0,14.63
New Zealand,5.9,1.31
Poland,9.2,3.71
Russia,89.0,65.23
South Korea,4100.0,1083.3
United States,4.79,1.0
