Australia,3.0,1.86
Brazil,3.6,2.34
Britain,1.99,0.69
Canada,3.33,1.57
Chile,1400.0,655.0
Czech Republic,56.28,34.0
Hungary,459.0,272.0
Japan,262.0,130.0
Mexico,21.9,9.28
New Zealand,3.6,2.24
Poland,5.9,4.04
Russia,39.0,31.2
South Korea,3100.0,1304.0
United States,2.49,1.0
