Australia,3.0,1.98
Brazil,3.6,2.19
Britain,1.99,0.7
Canada,3.33,1.56
Chile,1260.0,601.0
Czech Republic,56.0,39.0
Hungary,399.0,303.0
Japan,294.0,124.0
Mexico,21.9,9.29
New Zealand,3.6,2.47
Poland,5.9,4.03
Russia,35.0,28.9
South Korea,3000.0,1325.0
United States,2.54,1.0
