COUNTRY,Country,SERIES,Series,PERIOD,Pay period,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,4.5427009,,
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,4.6331348,,
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,4.8400926,,
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,4.7033889,,
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,4.5890163,,
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,3.6741821,,
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,3.5864564,,
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,3.6341071,,
GRC,Greece,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,3.6983115,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,1.0613914,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,1.5260934,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,1.8123534,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,1.7316413,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,1.7193753,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,1.7854958,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,1.8838759,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,1.8285975,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,1.8169091,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,1.8064487,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,1.7711741,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,1.808531,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,2.0406894,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,2.1138163,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,2.194223,,
HUN,Hungary,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,2.2614737,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,8.4473433,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,8.3286168,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,8.3606661,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,8.451338,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,9.0508056,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,9.4463792,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,9.3581547,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,9.8891984,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,9.693849,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,10.1483,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,10.242748,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,9.9873529,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,9.820772,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,9.7710652,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,9.7532614,,
IRL,Ireland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,9.7816162,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,5.7462238,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,6.2043476,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,6.0073091,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,6.0902401,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,6.1155402,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,6.0353101,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,6.2074474,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,6.488719,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,6.3762151,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,6.2833393,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,6.1185206,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,6.1225562,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,6.2669571,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,6.3953608,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,6.3650659,,
ISR,Israel,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,6.7940109,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,5.9159636,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,6.0032768,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,6.0890706,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,6.1139361,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,6.1282679,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,6.1779659,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,6.2293587,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,6.3590599,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,6.4041171,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,6.6000648,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,6.7823237,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,6.8771957,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,6.9993233,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,7.1164686,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,7.0739814,,
JPN,Japan,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,7.1952629,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,0.6406559,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,0.686436,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,0.7336233,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,0.8387018,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,0.9376473,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,0.9148877,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,1.0025184,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,1.3064795,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,1.6846624,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,1.8882955,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,1.8463162,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,1.9838013,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,1.932346,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,1.8994094,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,2.1268117,,
LVA,Latvia,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,2.3813579,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,1.2220275,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,1.2055462,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,1.2021621,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,1.2354881,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,1.3516046,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,1.430395,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,1.5093795,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,1.614384,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,1.7908106,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,1.7144647,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,1.6921417,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,1.6250238,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,1.6171355,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,1.949801,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,1.965267,,
LTU,Lithuania,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,2.0357257,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,10.947009,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,11.335131,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,11.299366,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,11.717678,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,11.706442,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,11.940213,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,11.875536,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,12.100196,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,11.934085,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,12.442466,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,12.366734,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,12.335226,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,12.239973,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,12.228961,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,12.753274,,
LUX,Luxembourg,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,12.784994,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,0.4769862,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,0.4797142,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,0.4831176,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,0.4829207,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,0.4809203,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,0.4832412,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,0.4849625,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,0.4846016,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,0.479461,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,0.4763874,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,0.4795607,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,0.4828013,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,0.4835589,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,0.4856636,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,0.4850973,,
MEX,Mexico,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,0.4949543,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,9.6753372,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,9.846832,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,9.9556192,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,10.054778,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,9.9909211,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,9.8250613,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,9.8240487,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,9.8971313,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,9.9292562,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,10.134051,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,10.164105,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,10.001947,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,9.9654675,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,9.8423205,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,9.8864869,,
NLD,Netherlands,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,9.9026676,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,7.6070043,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,7.6312576,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,7.6939205,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,7.9898656,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,8.267158,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,8.4842913,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,8.811205,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,9.3922294,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,9.6998283,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,9.9573199,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,9.9769824,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,9.7796208,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,10.006101,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,10.123094,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,10.270617,,
NZL,New Zealand,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,10.655804,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,1.4814578,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,1.5824287,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,1.5528426,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,1.6234876,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,1.6174786,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,1.6309363,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,1.7050817,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,1.7326559,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2008,2008,USD,US Dollar,0,Units,,,2.001028,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2009,2009,USD,US Dollar,0,Units,,,2.1846777,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2010,2010,USD,US Dollar,0,Units,,,2.1981475,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2011,2011,USD,US Dollar,0,Units,,,2.2192303,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2012,2012,USD,US Dollar,0,Units,,,2.3191926,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2013,2013,USD,US Dollar,0,Units,,,2.4495067,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2014,2014,USD,US Dollar,0,Units,,,2.5705985,,
POL,Poland,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2015,2015,USD,US Dollar,0,Units,,,2.7013197,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2000,2000,USD,US Dollar,0,Units,,,3.3461071,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2001,2001,USD,US Dollar,0,Units,,,3.3667959,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2002,2002,USD,US Dollar,0,Units,,,3.3841548,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2003,2003,USD,US Dollar,0,Units,,,3.35953,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2004,2004,USD,US Dollar,0,Units,,,3.3601562,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2005,2005,USD,US Dollar,0,Units,,,3.371729,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2006,2006,USD,US Dollar,0,Units,,,3.36608,,
PRT,Portugal,EXR,In 2017 constant prices at 2017 USD exchange rates,H,Hourly,2007,2007,USD,US Dollar,0,Units,,,3.43287,,
