Australia,5.035,1.09
Brazil,12.0,2.27
Britain,2.69,0.67
Canada,5.53,1.05
Chile,2000.0,508.16
Czech Republic,70.45,20.18
Hungary,860.0,228.46
Japan,320.0,100.11
Mexico,37.0,12.94
New Zealand,5.5,1.28
Poland,9.2,3.37
Russia,87.0,32.94
South Korea,3900.0,1135.7
United States,4.56,1.0
