Australia,4.34,1.29
Brazil,8.03,2.0
Britain,2.29,0.62
Canada,3.89,1.16
Chile,1750.0,548.55
Czech Republic,67.92,18.66
Hungary,720.0,199.16
Japan,320.0,92.57
Mexico,33.0,13.81
New Zealand,4.9,1.59
Poland,7.6,3.16
Russia,67.0,32.8
South Korea,3400.0,1314.5
United States,3.57,1.0
