Australia,3.25,1.3
Brazil,5.9,2.46
Britain,1.88,0.55
Canada,3.28,1.25
Chile,1500.0,592.45
Czech Republic,56.42,24.54
Hungary,530.0,203.64
Japan,250.0,106.72
Mexico,28.0,10.87
New Zealand,4.45,1.4
Poland,6.5,3.31
Russia,42.0,28.41
South Korea,2500.0,1005.5
United States,3.06,1.0
