Australia,3.0,1.61
Brazil,4.55,3.07
Britain,1.99,0.63
Canada,3.2,1.45
Chile,1400.0,716.0
Czech Republic,56.57,28.9
Hungary,490.0,224.0
Japan,262.0,120.0
Mexico,23.0,10.53
New Zealand,3.95,1.78
Poland,6.3,3.89
Russia,41.0,31.1
South Korea,3300.0,1220.0
United States,2.71,1.0
