Australia,5.05,1.13
Brazil,12.4,2.36
Britain,2.79,0.6
Canada,5.54,1.11
Chile,2000.0,541.95
Czech Republic,70.45,20.28
Hungary,860.0,223.1
Japan,310.0,104.25
Mexico,37.0,13.33
New Zealand,5.5,1.2
Poland,9.2,3.07
Russia,89.0,33.94
South Korea,3700.0,1067.3
United States,4.62,1.0
