Australia,3.45,1.03
Brazil,7.5,1.58
Britain,2.29,0.5
Canada,4.09,1.0
Chile,1550.0,494.65
Czech Republic,66.08,14.5
Hungary,670.0,144.26
Japan,280.0,106.86
Mexico,32.0,10.17
New Zealand,4.9,1.32
Poland,7.0,2.03
Russia,59.0,23.23
South Korea,3200.0,1018.05
United States,3.57,1.0
