Australia,3.25,1.43
Brazil,5.4,3.18
Britain,1.88,0.56
Canada,3.19,1.37
Chile,1400.0,641.0
Czech Republic,56.42,26.5
Hungary,530.0,211.0
Japan,262.0,113.0
Mexico,24.0,11.6
New Zealand,4.35,1.64
Poland,6.3,3.87
Russia,42.0,29.0
South Korea,3200.0,1177.0
United States,2.9,1.0
