Australia,4.35,1.09
Brazil,8.2,1.72
Britain,2.29,0.62
Canada,4.12,1.04
Chile,1600.0,503.1
Czech Republic,67.64,18.21
Hungary,720.0,186.65
Japan,320.0,91.54
Mexico,32.0,12.81
New Zealand,4.9,1.36
Poland,8.1,2.84
Russia,70.0,29.93
South Korea,3400.0,1140.5
United States,3.58,1.0
