Australia,2.59,1.68
Brazil,2.95,1.79
Britain,1.9,0.63
Canada,2.85,1.47
Chile,1260.0,514.0
Czech Republic,54.37,39.1
Hungary,339.0,279.0
Japan,294.0,106.0
Mexico,20.9,9.41
New Zealand,3.4,2.01
Poland,5.5,4.3
Russia,39.5,28.5
South Korea,3000.0,1108.0
United States,2.51,1.0
